Time,Pitch,SetPitch,ControlSignal,P_Gain,I_Gain,D_Gain
7.249159,-17.61,0.0,40.51,0.0,0.0,0.0
7.33327,-16.27,0.0,44.02,0.0,0.0,0.0
7.426482,-15.07,0.0,40.66,0.0,0.0,0.0
7.532212,-14.25,0.0,37.67,0.0,0.0,0.0
7.632394,-12.42,0.0,35.61,0.0,0.0,0.0
7.733206,-9.92,0.0,31.03,0.0,0.0,0.0
7.866277,-7.99,0.0,24.78,0.0,0.0,0.0
7.935284,-5.63,0.0,19.97,0.0,0.0,0.0
8.04944,-3.05,0.0,14.06,0.0,0.0,0.0
8.132201,-0.34,0.0,7.6,0.0,0.0,0.0
8.233466,2.26,0.0,0.84,0.0,0.0,0.0
8.33248,5.89,0.0,-5.67,0.0,0.0,0.0
8.420413,9.12,0.0,-14.74,0.0,0.0,0.0
8.532452,10.95,0.0,-22.82,0.0,0.0,0.0
8.629503,12.42,0.0,-27.39,0.0,0.0,0.0
8.7332,8.89,0.0,-31.06,0.0,0.0,0.0
8.850196,7.47,0.0,-22.23,0.0,0.0,0.0
8.966168,6.6,0.0,-18.68,0.0,0.0,0.0
9.033343,5.15,0.0,-16.51,0.0,0.0,0.0
9.150168,3.0,0.0,-12.89,0.0,0.0,0.0
9.265263,5.4,0.0,-7.51,0.0,0.0,0.0
9.375264,3.94,0.0,-13.51,0.0,0.0,0.0
9.441617,0.63,0.0,-9.86,0.0,0.0,0.0
9.522275,1.18,0.0,-1.58,0.0,0.0,0.0
9.621281,4.99,0.0,-2.96,0.0,0.0,0.0
9.722468,7.26,0.0,-12.5,0.0,0.0,0.0
9.826406,9.3,0.0,-18.16,0.0,0.0,0.0
10.187527,7.51,0.0,-29.56,0.0,0.0,0.0
10.245412,6.28,0.0,-18.78,0.0,0.0,0.0
10.487571,4.19,0.0,-14.69,0.0,0.0,0.0
10.555225,2.52,0.0,-10.5,0.0,0.0,0.0
10.621966,1.2,0.0,-6.3,0.0,0.0,0.0
10.68941,-0.21,0.0,-3.01,0.0,0.0,0.0
10.987554,-3.07,0.0,4.07,0.0,0.0,0.0
11.054476,-4.27,0.0,7.66,0.0,0.0,0.0
11.111354,-5.31,0.0,10.65,0.0,0.0,0.0
11.179307,-6.44,0.0,13.26,0.0,0.0,0.0
11.268207,-7.68,0.0,16.09,0.0,0.0,0.0
11.353182,-8.56,0.0,19.2,0.0,0.0,0.0
11.432448,-9.13,0.0,21.39,0.0,0.0,0.0
11.549254,-4.42,0.0,22.81,0.0,0.0,0.0
12.188316,-4.35,0.0,16.53,0.0,0.0,0.0
12.487632,0.46,0.0,4.65,0.0,0.0,0.0
12.555134,2.63,0.0,-1.15,0.0,0.0,0.0
12.610447,4.65,0.0,-6.58,0.0,0.0,0.0
12.787997,9.01,0.0,-17.62,0.0,0.0,0.0
13.088488,14.83,0.0,-31.31,0.0,0.0,0.0
13.487633,23.19,0.0,-53.69,0.0,0.0,0.0
13.555363,24.92,0.0,-57.99,0.0,0.0,0.0
13.622076,26.68,0.0,-62.32,0.0,0.0,0.0
13.68945,27.53,0.0,-66.71,0.0,0.0,0.0
13.756938,27.54,0.0,-68.84,0.0,0.0,0.0
13.850224,28.57,0.0,-68.85,0.0,0.0,0.0
13.933536,28.76,0.0,-71.42,0.0,0.0,0.0
14.287518,28.24,0.0,-70.63,0.0,0.0,0.0
14.345894,28.88,0.0,-70.61,0.0,0.0,0.0
14.402276,28.9,0.0,-72.21,0.0,0.0,0.0
14.460187,27.29,0.0,-72.25,0.0,0.0,0.0
14.526451,25.79,0.0,-68.23,0.0,0.0,0.0
14.624226,24.0,0.0,-64.49,0.0,0.0,0.0
14.721476,21.75,0.0,-60.0,0.0,0.0,0.0
14.823193,20.07,0.0,-54.38,0.0,0.0,0.0
14.935484,18.53,0.0,-50.19,0.0,0.0,0.0
15.033498,16.93,0.0,-46.33,0.0,0.0,0.0
15.120325,15.38,0.0,-42.34,0.0,0.0,0.0
15.228457,13.96,0.0,-38.47,0.0,0.0,0.0
15.333549,12.78,0.0,-34.91,0.0,0.0,0.0
15.987194,4.45,0.0,-15.18,0.0,0.0,0.0
16.043279,3.15,0.0,-11.14,0.0,0.0,0.0
16.100802,2.44,0.0,-7.88,0.0,0.0,0.0
16.167972,0.59,0.0,-6.1,0.0,0.0,0.0
16.249506,-0.48,0.0,-1.49,0.0,0.0,0.0
16.321357,-1.06,0.0,1.18,0.0,0.0,0.0
16.425525,3.79,0.0,2.65,0.0,0.0,0.0
16.538519,2.48,0.0,-9.48,0.0,0.0,0.0
16.633489,2.05,0.0,-6.21,0.0,0.0,0.0
16.98729,4.75,0.0,-6.43,0.0,0.0,0.0
17.045978,5.08,0.0,-11.89,0.0,0.0,0.0
17.28849,5.55,0.0,-13.45,0.0,0.0,0.0
17.687317,7.79,0.0,-17.14,0.0,0.0,0.0
17.754418,8.94,0.0,-19.48,0.0,0.0,0.0
17.821765,10.4,0.0,-22.37,0.0,0.0,0.0
18.087644,12.55,0.0,-28.91,0.0,0.0,0.0
18.154458,14.55,0.0,-31.39,0.0,0.0,0.0
18.21053,15.37,0.0,-36.38,0.0,0.0,0.0
18.277566,16.87,0.0,-38.43,0.0,0.0,0.0
18.351503,17.59,0.0,-42.18,0.0,0.0,0.0
18.441504,14.61,0.0,-43.99,0.0,0.0,0.0
18.520227,13.06,0.0,-36.54,0.0,0.0,0.0
18.622619,11.45,0.0,-32.67,0.0,0.0,0.0
18.721555,9.44,0.0,-28.63,0.0,0.0,0.0
18.865477,7.81,0.0,-23.61,0.0,0.0,0.0
18.966181,6.47,0.0,-19.53,0.0,0.0,0.0
19.033262,4.61,0.0,-16.18,0.0,0.0,0.0
19.188526,2.93,0.0,-11.53,0.0,0.0,0.0
19.255834,1.55,0.0,-7.33,0.0,0.0,0.0
19.356368,-0.3,0.0,-3.89,0.0,0.0,0.0
19.431532,-2.23,0.0,0.74,0.0,0.0,0.0
19.560231,-4.0,0.0,5.57,0.0,0.0,0.0
19.677231,-5.82,0.0,9.99,0.0,0.0,0.0
19.746019,-7.85,0.0,14.54,0.0,0.0,0.0
19.833495,-9.56,0.0,19.6,0.0,0.0,0.0
19.932492,-11.25,0.0,23.88,0.0,0.0,0.0
20.032524,-12.99,0.0,28.11,0.0,0.0,0.0
20.133151,-14.37,0.0,32.46,0.0,0.0,0.0
20.487542,-14.12,0.0,36.25,0.0,0.0,0.0
20.554743,-14.64,0.0,35.29,0.0,0.0,0.0
20.616889,-14.49,0.0,36.58,0.0,0.0,0.0
20.678503,-13.73,0.0,36.2,0.0,0.0,0.0
20.745429,-13.59,0.0,34.31,0.0,0.0,0.0
20.82236,-12.59,0.0,33.97,0.0,0.0,0.0
20.9423,-11.43,0.0,31.46,0.0,0.0,0.0
21.08236,-10.8,0.0,28.56,0.0,0.0,0.0
21.587451,-3.1,0.0,10.34,0.0,0.0,0.0
21.654427,-2.55,0.0,7.74,0.0,0.0,0.0
21.888543,-2.21,0.0,5.18,0.0,0.0,0.0
22.188266,-0.21,0.0,4.56,0.0,0.0,0.0
22.688328,4.75,0.0,-9.76,0.0,0.0,0.0
22.987345,7.83,0.0,-15.88,0.0,0.0,0.0
23.056325,8.28,0.0,-19.58,0.0,0.0,0.0
23.387356,7.25,0.0,-19.64,0.0,0.0,0.0
23.455328,6.92,0.0,-18.14,0.0,0.0,0.0
23.523464,6.16,0.0,-17.31,0.0,0.0,0.0
23.590328,5.08,0.0,-15.41,0.0,0.0,0.0
23.670276,3.87,0.0,-12.72,0.0,0.0,0.0
23.738636,2.92,0.0,-9.68,0.0,0.0,0.0
23.883288,2.06,0.0,-7.32,0.0,0.0,0.0
24.1876,0.39,0.0,-3.12,0.0,0.0,0.0
24.259042,-0.26,0.0,-0.99,0.0,0.0,0.0
24.326856,-1.13,0.0,0.65,0.0,0.0,0.0
24.68739,-3.12,0.0,5.92,0.0,0.0,0.0
24.745957,-3.02,0.0,7.78,0.0,0.0,0.0
24.802562,-1.13,0.0,7.55,0.0,0.0,0.0
24.870463,-1.21,0.0,2.81,0.0,0.0,0.0
24.941362,-1.92,0.0,3.02,0.0,0.0,0.0
25.288329,-0.2,0.0,4.08,0.0,0.0,0.0
25.588254,2.24,0.0,-3.27,0.0,0.0,0.0
25.888331,4.58,0.0,-10.38,0.0,0.0,0.0
26.18737,5.08,0.0,-13.22,0.0,0.0,0.0
26.245987,4.9,0.0,-12.72,0.0,0.0,0.0
26.304107,4.75,0.0,-12.27,0.0,0.0,0.0
26.372163,4.6,0.0,-11.89,0.0,0.0,0.0
26.439117,4.46,0.0,-11.5,0.0,0.0,0.0
26.50661,4.29,0.0,-11.16,0.0,0.0,0.0
26.573992,4.16,0.0,-10.74,0.0,0.0,0.0
26.64091,4.06,0.0,-10.42,0.0,0.0,0.0
26.720275,3.97,0.0,-10.15,0.0,0.0,0.0
26.820406,3.85,0.0,-9.94,0.0,0.0,0.0
26.920287,3.78,0.0,-9.64,0.0,0.0,0.0
27.023295,3.7,0.0,-9.47,0.0,0.0,0.0
27.120273,3.62,0.0,-9.27,0.0,0.0,0.0
27.220191,3.53,0.0,-9.05,0.0,0.0,0.0
27.329138,3.46,0.0,-8.84,0.0,0.0,0.0
27.420148,3.38,0.0,-8.66,0.0,0.0,0.0
27.521225,3.3,0.0,-8.47,0.0,0.0,0.0
27.62018,3.24,0.0,-8.25,0.0,0.0,0.0
27.721202,3.18,0.0,-8.11,0.0,0.0,0.0
