Time,Pitch,SetPitch,ControlSignal,P_Gain,I_Gain,D_Gain
4.485852,2.18,0.0,-5.43,0.0,0.0,0.0
4.585842,2.17,0.0,-5.26,0.0,0.0,0.0
4.685542,2.18,0.0,-5.19,0.0,0.0,0.0
4.787724,2.2,0.0,-5.32,0.0,0.0,0.0
4.885835,2.19,0.0,-5.45,0.0,0.0,0.0
4.986611,2.21,0.0,-5.37,0.0,0.0,0.0
5.085866,2.22,0.0,-5.61,0.0,0.0,0.0
5.188567,2.21,0.0,-5.62,0.0,0.0,0.0
5.285757,2.19,0.0,-5.62,0.0,0.0,0.0
5.385784,2.16,0.0,-5.39,0.0,0.0,0.0
5.485824,2.16,0.0,-5.11,0.0,0.0,0.0
5.585607,2.17,0.0,-5.12,0.0,0.0,0.0
5.68548,2.16,0.0,-5.12,0.0,0.0,0.0
5.786876,2.17,0.0,-5.11,0.0,0.0,0.0
5.88576,2.16,0.0,-5.12,0.0,0.0,0.0
5.985521,2.16,0.0,-5.09,0.0,0.0,0.0
6.08576,2.17,0.0,-5.04,0.0,0.0,0.0
6.185594,2.18,0.0,-5.14,0.0,0.0,0.0
6.285867,2.17,0.0,-5.3,0.0,0.0,0.0
6.385882,2.17,0.0,-5.18,0.0,0.0,0.0
6.485873,2.17,0.0,-5.19,0.0,0.0,0.0
6.585735,2.15,0.0,-5.16,0.0,0.0,0.0
6.685746,2.14,0.0,-4.97,0.0,0.0,0.0
6.785751,2.14,0.0,-4.89,0.0,0.0,0.0
6.88559,2.14,0.0,-4.92,0.0,0.0,0.0
6.985611,2.13,0.0,-4.89,0.0,0.0,0.0
7.085868,2.12,0.0,-4.81,0.0,0.0,0.0
7.185869,2.12,0.0,-4.7,0.0,0.0,0.0
7.285611,2.13,0.0,-4.67,0.0,0.0,0.0
7.385874,2.13,0.0,-4.75,0.0,0.0,0.0
7.485864,2.13,0.0,-4.74,0.0,0.0,0.0
7.585841,2.14,0.0,-4.73,0.0,0.0,0.0
7.685591,2.14,0.0,-4.84,0.0,0.0,0.0
7.785665,2.14,0.0,-4.86,0.0,0.0,0.0
7.88575,2.15,0.0,-4.89,0.0,0.0,0.0
7.985584,2.14,0.0,-4.96,0.0,0.0,0.0
8.085746,2.15,0.0,-4.91,0.0,0.0,0.0
8.185867,2.14,0.0,-4.94,0.0,0.0,0.0
8.285864,2.14,0.0,-4.88,0.0,0.0,0.0
8.385728,2.14,0.0,-4.85,0.0,0.0,0.0
8.485588,2.16,0.0,-4.88,0.0,0.0,0.0
8.585806,2.15,0.0,-5.08,0.0,0.0,0.0
8.685581,2.15,0.0,-4.97,0.0,0.0,0.0
8.785848,2.16,0.0,-4.98,0.0,0.0,0.0
8.885721,2.16,0.0,-5.08,0.0,0.0,0.0
8.985581,2.16,0.0,-5.12,0.0,0.0,0.0
9.086822,2.16,0.0,-5.07,0.0,0.0,0.0
9.185723,2.15,0.0,-5.11,0.0,0.0,0.0
9.287582,2.15,0.0,-4.98,0.0,0.0,0.0
9.385705,2.15,0.0,-5.0,0.0,0.0,0.0
9.485832,2.15,0.0,-5.0,0.0,0.0,0.0
9.58575,2.15,0.0,-4.99,0.0,0.0,0.0
9.685723,2.16,0.0,-4.94,0.0,0.0,0.0
9.785622,2.13,0.0,-5.05,0.0,0.0,0.0
9.885887,2.14,0.0,-4.8,0.0,0.0,0.0
9.985606,2.16,0.0,-4.86,0.0,0.0,0.0
10.085659,2.16,0.0,-5.05,0.0,0.0,0.0
10.185819,2.15,0.0,-5.06,0.0,0.0,0.0
10.285756,2.15,0.0,-5.0,0.0,0.0,0.0
10.385803,2.17,0.0,-4.94,0.0,0.0,0.0
10.485734,2.15,0.0,-5.16,0.0,0.0,0.0
10.585721,2.14,0.0,-4.94,0.0,0.0,0.0
10.685713,2.13,0.0,-4.82,0.0,0.0,0.0
10.785767,2.13,0.0,-4.77,0.0,0.0,0.0
10.8856,2.12,0.0,-4.77,0.0,0.0,0.0
10.985581,2.12,0.0,-4.69,0.0,0.0,0.0
11.085783,2.14,0.0,-4.7,0.0,0.0,0.0
11.185597,2.14,0.0,-4.82,0.0,0.0,0.0
11.286847,2.15,0.0,-4.84,0.0,0.0,0.0
11.386581,2.15,0.0,-4.93,0.0,0.0,0.0
11.485721,2.15,0.0,-4.98,0.0,0.0,0.0
11.585722,2.15,0.0,-4.93,0.0,0.0,0.0
11.685723,2.16,0.0,-4.99,0.0,0.0,0.0
11.785716,2.15,0.0,-5.07,0.0,0.0,0.0
11.885605,2.15,0.0,-4.96,0.0,0.0,0.0
11.985609,2.16,0.0,-4.96,0.0,0.0,0.0
12.085604,2.16,0.0,-5.04,0.0,0.0,0.0
12.185627,2.17,0.0,-5.1,0.0,0.0,0.0
12.285581,2.14,0.0,-5.17,0.0,0.0,0.0
12.385769,2.16,0.0,-4.88,0.0,0.0,0.0
12.485686,2.17,0.0,-5.09,0.0,0.0,0.0
12.585601,2.19,0.0,-5.19,0.0,0.0,0.0
12.685749,2.19,0.0,-5.34,0.0,0.0,0.0
12.78585,2.18,0.0,-5.36,0.0,0.0,0.0
12.885586,2.17,0.0,-5.25,0.0,0.0,0.0
