Time,Pitch,SetPitch,ControlSignal,P_Gain,I_Gain,D_Gain
8.033236,2.82,0.0,-9.17,0.0,0.0,0.0
8.131389,3.06,0.0,-7.07,0.0,0.0,0.0
8.237418,5.59,0.0,-7.66,0.0,0.0,0.0
8.333378,6.18,0.0,-14.0,0.0,0.0,0.0
8.43418,7.36,0.0,-15.46,0.0,0.0,0.0
8.531411,11.23,0.0,-18.4,0.0,0.0,0.0
8.63341,10.24,0.0,-28.09,0.0,0.0,0.0
8.731156,7.26,0.0,-25.62,0.0,0.0,0.0
8.831227,6.93,0.0,-18.17,0.0,0.0,0.0
8.931395,6.07,0.0,-17.33,0.0,0.0,0.0
9.031187,4.77,0.0,-15.2,0.0,0.0,0.0
9.131408,3.16,0.0,-11.93,0.0,0.0,0.0
9.231403,1.95,0.0,-7.92,0.0,0.0,0.0
9.331442,0.34,0.0,-4.89,0.0,0.0,0.0
9.431186,-1.46,0.0,-0.87,0.0,0.0,0.0
9.531191,-2.87,0.0,3.63,0.0,0.0,0.0
9.631435,-4.61,0.0,7.15,0.0,0.0,0.0
9.731439,-5.85,0.0,11.51,0.0,0.0,0.0
9.831187,-7.35,0.0,14.61,0.0,0.0,0.0
9.931405,-8.57,0.0,18.35,0.0,0.0,0.0
10.031191,-9.12,0.0,21.4,0.0,0.0,0.0
10.131144,-8.98,0.0,22.78,0.0,0.0,0.0
10.231168,-8.31,0.0,22.43,0.0,0.0,0.0
10.330394,-7.55,0.0,20.76,0.0,0.0,0.0
10.430394,-7.05,0.0,18.87,0.0,0.0,0.0
10.531285,-6.04,0.0,17.62,0.0,0.0,0.0
10.632275,-4.99,0.0,15.08,0.0,0.0,0.0
10.731402,-4.63,0.0,12.45,0.0,0.0,0.0
10.831414,-4.15,0.0,11.57,0.0,0.0,0.0
10.930164,-3.36,0.0,10.37,0.0,0.0,0.0
11.030084,-1.95,0.0,8.38,0.0,0.0,0.0
11.131378,-0.1,0.0,4.87,0.0,0.0,0.0
11.230439,-0.28,0.0,0.23,0.0,0.0,0.0
11.330193,-1.24,0.0,0.7,0.0,0.0,0.0
11.431439,-2.74,0.0,3.09,0.0,0.0,0.0
11.530196,-4.29,0.0,6.84,0.0,0.0,0.0
11.630432,-4.91,0.0,10.71,0.0,0.0,0.0
11.731193,-4.31,0.0,12.26,0.0,0.0,0.0
11.834205,-5.69,0.0,10.76,0.0,0.0,0.0
11.931211,-5.1,0.0,14.21,0.0,0.0,0.0
12.030298,-4.1,0.0,12.74,0.0,0.0,0.0
12.131439,-3.82,0.0,10.25,0.0,0.0,0.0
12.231463,-3.75,0.0,9.53,0.0,0.0,0.0
12.331266,-3.2,0.0,9.36,0.0,0.0,0.0
12.431263,-1.73,0.0,7.98,0.0,0.0,0.0
12.531308,-1.21,0.0,4.31,0.0,0.0,0.0
12.631207,-0.31,0.0,3.0,0.0,0.0,0.0
12.731322,0.6,0.0,0.77,0.0,0.0,0.0
12.831443,1.79,0.0,-1.5,0.0,0.0,0.0
12.931203,2.95,0.0,-4.48,0.0,0.0,0.0
13.031344,4.05,0.0,-7.39,0.0,0.0,0.0
13.131172,5.0,0.0,-10.15,0.0,0.0,0.0
13.231207,6.19,0.0,-12.52,0.0,0.0,0.0
13.336187,7.4,0.0,-15.49,0.0,0.0,0.0
13.440194,10.84,0.0,-18.51,0.0,0.0,0.0
13.549482,12.74,0.0,-27.12,0.0,0.0,0.0
13.637459,14.83,0.0,-31.85,0.0,0.0,0.0
13.786298,17.46,0.0,-37.1,0.0,0.0,0.0
14.600437,33.17,0.0,-73.73,0.0,0.0,0.0
14.667443,33.21,0.0,-82.93,0.0,0.0,0.0
14.723552,34.07,0.0,-83.04,0.0,0.0,0.0
14.791121,34.68,0.0,-85.19,0.0,0.0,0.0
14.873483,35.32,0.0,-86.7,0.0,0.0,0.0
14.940333,36.85,0.0,-88.31,0.0,0.0,0.0
16.200446,48.88,0.0,-120.87,0.0,0.0,0.0
16.258472,49.3,0.0,-122.21,0.0,0.0,0.0
16.315264,49.69,0.0,-123.27,0.0,0.0,0.0
16.387451,49.46,0.0,-124.23,0.0,0.0,0.0
16.488428,49.39,0.0,-123.67,0.0,0.0,0.0
16.555606,49.33,0.0,-123.5,0.0,0.0,0.0
16.637366,49.58,0.0,-123.35,0.0,0.0,0.0
16.748487,49.5,0.0,-123.96,0.0,0.0,0.0
17.600589,53.5,0.0,-134.44,0.0,0.0,0.0
17.659159,53.17,0.0,-133.77,0.0,0.0,0.0
17.726401,51.36,0.0,-132.93,0.0,0.0,0.0
17.793977,49.65,0.0,-128.41,0.0,0.0,0.0
17.861951,44.55,0.0,-124.15,0.0,0.0,0.0
17.936165,42.37,0.0,-111.39,0.0,0.0,0.0
18.031256,40.59,0.0,-105.93,0.0,0.0,0.0
18.131504,37.75,0.0,-101.48,0.0,0.0,0.0
18.237368,34.72,0.0,-94.39,0.0,0.0,0.0
18.331453,30.23,0.0,-86.81,0.0,0.0,0.0
18.431367,26.9,0.0,-75.58,0.0,0.0,0.0
18.537199,24.64,0.0,-67.27,0.0,0.0,0.0
18.633247,22.27,0.0,-61.61,0.0,0.0,0.0
18.733251,18.32,0.0,-55.7,0.0,0.0,0.0
18.836249,14.62,0.0,-45.82,0.0,0.0,0.0
18.930158,11.29,0.0,-36.57,0.0,0.0,0.0
19.033515,7.34,0.0,-28.24,0.0,0.0,0.0
19.139191,3.8,0.0,-18.37,0.0,0.0,0.0
19.234211,0.21,0.0,-9.5,0.0,0.0,0.0
19.336216,-3.13,0.0,-0.54,0.0,0.0,0.0
19.442416,-6.62,0.0,7.8,0.0,0.0,0.0
19.537218,-9.93,0.0,16.53,0.0,0.0,0.0
19.635181,-13.03,0.0,24.81,0.0,0.0,0.0
19.731376,-16.15,0.0,32.55,0.0,0.0,0.0
19.830213,-18.96,0.0,40.37,0.0,0.0,0.0
19.930139,-21.74,0.0,47.37,0.0,0.0,0.0
20.039103,-24.25,0.0,54.33,0.0,0.0,0.0
20.131163,-26.87,0.0,60.61,0.0,0.0,0.0
20.230116,-29.28,0.0,67.16,0.0,0.0,0.0
20.335125,-31.31,0.0,73.18,0.0,0.0,0.0
20.432363,-33.62,0.0,78.26,0.0,0.0,0.0
20.535479,-34.04,0.0,84.03,0.0,0.0,0.0
20.637194,-33.33,0.0,85.09,0.0,0.0,0.0
20.733526,-32.59,0.0,83.3,0.0,0.0,0.0
20.83231,-31.95,0.0,81.46,0.0,0.0,0.0
20.954387,-30.21,0.0,79.86,0.0,0.0,0.0
21.036512,-28.84,0.0,75.51,0.0,0.0,0.0
21.1775,-27.63,0.0,72.09,0.0,0.0,0.0
21.244813,-25.12,0.0,69.06,0.0,0.0,0.0
22.200616,5.26,0.0,-6.58,0.0,0.0,0.0
22.265057,7.7,0.0,-13.16,0.0,0.0,0.0
22.321695,9.0,0.0,-19.26,0.0,0.0,0.0
22.379787,9.83,0.0,-22.5,0.0,0.0,0.0
22.447628,10.84,0.0,-24.59,0.0,0.0,0.0
22.531522,11.4,0.0,-27.12,0.0,0.0,0.0
22.633262,11.74,0.0,-28.52,0.0,0.0,0.0
22.754231,13.86,0.0,-29.35,0.0,0.0,0.0
22.838526,16.34,0.0,-34.67,0.0,0.0,0.0
23.900442,33.33,0.0,-81.9,0.0,0.0,0.0
23.95868,33.51,0.0,-83.35,0.0,0.0,0.0
24.014923,33.9,0.0,-83.79,0.0,0.0,0.0
24.101507,34.0,0.0,-84.77,0.0,0.0,0.0
24.169867,34.56,0.0,-85.03,0.0,0.0,0.0
24.900579,41.46,0.0,-101.53,0.0,0.0,0.0
24.95872,41.64,0.0,-103.68,0.0,0.0,0.0
25.015431,41.32,0.0,-104.1,0.0,0.0,0.0
25.083042,41.12,0.0,-103.31,0.0,0.0,0.0
25.150975,40.8,0.0,-102.81,0.0,0.0,0.0
25.236287,40.52,0.0,-102.01,0.0,0.0,0.0
25.337553,40.2,0.0,-101.31,0.0,0.0,0.0
25.437398,39.97,0.0,-100.5,0.0,0.0,0.0
25.533499,40.04,0.0,-99.94,0.0,0.0,0.0
25.63738,40.26,0.0,-100.11,0.0,0.0,0.0
25.787511,40.58,0.0,-100.65,0.0,0.0,0.0
25.855898,41.22,0.0,-101.46,0.0,0.0,0.0
25.937359,41.68,0.0,-103.07,0.0,0.0,0.0
26.071375,42.16,0.0,-104.2,0.0,0.0,0.0
26.187378,42.63,0.0,-105.41,0.0,0.0,0.0
26.501283,43.79,0.0,-108.07,0.0,0.0,0.0
26.800644,44.78,0.0,-110.58,0.0,0.0,0.0
26.869424,45.51,0.0,-111.97,0.0,0.0,0.0
26.937233,46.72,0.0,-113.79,0.0,0.0,0.0
26.999337,45.82,0.0,-116.8,0.0,0.0,0.0
27.058422,43.68,0.0,-114.57,0.0,0.0,0.0
27.117266,41.62,0.0,-109.22,0.0,0.0,0.0
27.178807,39.66,0.0,-104.07,0.0,0.0,0.0
27.245397,37.81,0.0,-99.18,0.0,0.0,0.0
27.333432,36.05,0.0,-94.53,0.0,0.0,0.0
27.436523,34.37,0.0,-90.13,0.0,0.0,0.0
27.530464,32.78,0.0,-85.94,0.0,0.0,0.0
27.654223,31.25,0.0,-81.96,0.0,0.0,0.0
27.737418,29.79,0.0,-78.14,0.0,0.0,0.0
27.831529,28.44,0.0,-74.5,0.0,0.0,0.0
27.970402,27.16,0.0,-71.11,0.0,0.0,0.0
28.047503,25.94,0.0,-67.91,0.0,0.0,0.0
28.135552,24.75,0.0,-64.85,0.0,0.0,0.0
28.235197,23.64,0.0,-61.88,0.0,0.0,0.0
28.331178,22.6,0.0,-59.12,0.0,0.0,0.0
28.431189,21.6,0.0,-56.5,0.0,0.0,0.0
28.537177,20.64,0.0,-54.01,0.0,0.0,0.0
28.634177,19.72,0.0,-51.63,0.0,0.0,0.0
28.736511,18.85,0.0,-49.32,0.0,0.0,0.0
28.832545,18.03,0.0,-47.14,0.0,0.0,0.0
28.935536,17.25,0.0,-45.08,0.0,0.0,0.0
29.036266,16.5,0.0,-43.14,0.0,0.0,0.0
29.136545,15.82,0.0,-41.26,0.0,0.0,0.0
29.231298,15.14,0.0,-39.56,0.0,0.0,0.0
29.339547,14.5,0.0,-37.87,0.0,0.0,0.0
29.436424,13.91,0.0,-36.26,0.0,0.0,0.0
29.544532,13.33,0.0,-34.79,0.0,0.0,0.0
29.630559,12.77,0.0,-33.34,0.0,0.0,0.0
29.73133,12.26,0.0,-31.95,0.0,0.0,0.0
29.831553,11.78,0.0,-30.65,0.0,0.0,0.0
29.93728,11.31,0.0,-29.46,0.0,0.0,0.0
30.037558,10.85,0.0,-28.29,0.0,0.0,0.0
30.140286,10.44,0.0,-27.14,0.0,0.0,0.0
30.258308,10.04,0.0,-26.12,0.0,0.0,0.0
30.339516,9.66,0.0,-25.1,0.0,0.0,0.0
30.435508,9.3,0.0,-24.17,0.0,0.0,0.0
30.531484,8.94,0.0,-23.25,0.0,0.0,0.0
30.634255,8.62,0.0,-22.36,0.0,0.0,0.0
30.74155,8.31,0.0,-21.55,0.0,0.0,0.0
30.837219,8.0,0.0,-20.78,0.0,0.0,0.0
30.935461,7.7,0.0,-20.01,0.0,0.0,0.0
31.059292,7.45,0.0,-19.27,0.0,0.0,0.0
31.131154,7.2,0.0,-18.64,0.0,0.0,0.0
31.25026,6.96,0.0,-18.01,0.0,0.0,0.0
31.33516,6.74,0.0,-17.42,0.0,0.0,0.0
31.700348,6.33,0.0,-16.33,0.0,0.0,0.0
31.768125,6.12,0.0,-15.83,0.0,0.0,0.0
31.835719,5.93,0.0,-15.32,0.0,0.0,0.0
31.903682,5.74,0.0,-14.85,0.0,0.0,0.0
31.97168,5.58,0.0,-14.37,0.0,0.0,0.0
32.0563,5.4,0.0,-13.96,0.0,0.0,0.0
32.400412,5.26,0.0,-13.52,0.0,1.5,0.0
32.46764,5.11,0.0,-13.17,0.0,6.8,0.0
32.524547,4.99,0.0,-12.79,0.0,6.8,0.0
32.700391,4.72,0.0,-12.14,0.0,6.8,0.0
32.76794,4.6,0.0,-11.81,0.0,6.8,0.0
33.001264,4.41,0.0,-11.24,0.0,6.8,0.0
33.300448,4.21,0.0,-10.76,0.0,6.8,0.0
33.368634,4.06,0.0,-10.32,0.0,6.8,0.0
33.435933,3.98,0.0,-10.15,0.0,6.8,0.0
33.502556,3.89,0.0,-9.97,3.8,6.8,0.0
33.900479,3.82,0.0,-9.75,8.4,6.8,0.0
33.969337,3.75,0.0,-9.57,8.7,6.8,0.0
34.026211,3.67,0.0,-9.39,8.7,6.8,0.0
34.086431,3.61,0.0,-9.19,8.7,6.8,0.0
34.300584,3.41,0.0,-8.67,8.7,6.8,0.0
34.368806,3.36,0.0,-8.53,8.7,6.8,0.0
34.436696,3.3,0.0,-8.42,8.7,6.8,0.0
34.70157,3.2,0.0,-8.13,8.7,6.8,0.0
35.000717,3.14,0.0,-7.96,8.7,6.8,6.2
35.069227,3.04,0.0,-7.7,8.7,6.8,6.3
35.300501,3.0,0.0,-7.61,8.7,6.8,6.3
35.369065,2.94,0.0,-7.42,8.7,6.8,4.7
35.452254,2.91,0.0,-7.38,8.7,6.8,4.9
35.721577,2.87,0.0,-7.24,8.7,6.8,5.4
35.7893,2.86,0.0,-7.2,8.7,6.8,5.6
35.849233,2.82,0.0,-7.16,8.7,6.8,5.6
36.100439,2.77,0.0,-7.04,8.7,6.8,5.6
36.1683,2.75,0.0,-6.94,8.7,6.8,5.6
36.236538,2.75,0.0,-6.89,8.7,6.8,5.6
36.303728,2.75,0.0,-6.89,8.7,6.8,5.6
36.360288,2.72,0.0,-6.88,8.7,6.8,5.6
36.430205,2.7,0.0,-6.81,8.7,6.8,5.6
36.535343,2.66,0.0,-6.77,8.7,6.8,5.6
36.631185,2.65,0.0,-6.66,8.7,6.8,5.6
36.73425,2.63,0.0,-6.64,8.7,6.8,5.6
36.837374,2.61,0.0,-6.6,8.7,6.8,5.6
36.931253,2.6,0.0,-6.53,8.7,6.8,5.6
37.03428,2.58,0.0,-6.51,8.7,6.8,5.6
37.144336,2.58,0.0,-6.47,8.7,6.8,5.6
37.239349,2.58,0.0,-6.48,8.7,6.8,5.6
37.336302,2.57,0.0,-6.45,8.7,6.8,5.6
37.446438,2.57,0.0,-6.43,8.7,6.8,5.6
37.532675,2.57,0.0,-6.45,8.7,6.8,5.6
37.636348,2.56,0.0,-6.44,8.7,6.8,5.6
37.736293,2.56,0.0,-6.42,8.7,6.8,5.6
37.839316,2.55,0.0,-6.41,8.7,6.8,5.6
37.937482,2.54,0.0,-6.39,8.7,6.8,5.6
38.037597,2.54,0.0,-6.37,8.7,6.8,5.6
38.131329,2.52,0.0,-6.37,8.7,6.8,5.6
38.2486,2.51,0.0,-6.32,8.7,6.8,5.6
38.337449,2.51,0.0,-6.28,8.7,6.8,5.6
38.431272,2.52,0.0,-6.28,8.7,6.8,5.6
38.537342,2.5,0.0,-6.32,8.7,6.8,5.6
38.636294,2.52,0.0,-6.27,8.7,6.8,5.6
38.731282,2.51,0.0,-6.31,8.7,6.8,5.6
38.836294,2.49,0.0,-6.28,8.7,6.8,5.6
38.931553,2.47,0.0,-6.24,8.7,6.8,5.6
39.060507,2.45,0.0,-6.19,8.7,6.8,5.6
39.131327,2.43,0.0,-6.15,8.7,6.8,5.6
